Name,Sex,Bodyweight,Age,Squat,Bench,Deadlift,Total
Andy Perez,M,117.9,20,250,137.5,245,632.5
Rey Hernandez,M,114,27,200,145,230,575
Michael Hughes,M,142,58,177.5,167.5,210,555
Amanda Bowker,F,59.7,26,145,75,162.5,382.5
April Addis,F,78.9,27,127.5,72.5,155,355
David Berube,M,55.8,26,80,57.5,120,257.5
Albert Alberto,M,67.3,21,195,120,227.5,542.5
Joseph Songco,M,61.7,26,75,95,137.5,307.5
James Hestilow,M,74.4,27,190,120,215,525
Jose Cuevas,M,82.4,29,187.5,135,230,552.5
Gregory Crisler,M,82.1,24,185,130,227.5,542.5
Chance Rennie,M,80.7,40,197.5,120,185,502.5
Kevin Anderson,M,90,25,262.5,152.5,307.5,722.5
Matt Hartman,M,89.6,35,240,150,295,685
Marcus Case,M,88.4,30,205,165,267.5,637.5
Parker Musselwhite,M,88.6,18,247.5,125,247.5,620
Kaz Moffett,M,84.9,24,170,120,230,520
David Lopez,M,108.1,22,250,177.5,272.5,700
Eric Murphy,M,101.6,31,192.5,140,232.5,565
Anh Huynh,M,124.1,29,245,145,250,640
Barrett Allen,M,137.9,27,312.5,200,327.5,840
Pleasure Jackson,M,135.3,32,200,170,237.5,607.5
Lillibeth Grubbs,F,54.5,35,90,55,107.5,252.5
Kerrie Montalvan,F,79.6,37,147.5,82.5,180,410
Jeremiah Salyers,M,74.3,31,170,132.5,197.5,500
Daniel Kwak,M,74.7,27,172.5,105,195,472.5
Nicholas Lilly,M,81.5,25,212.5,132.5,242.5,587.5
Ryan Johnson,M,81.3,26,187.5,132.5,212.5,532.5
Tom Keller,M,81.2,55,185,115,192.5,492.5
Ryan Sizemore,M,81.5,27,162.5,127.5,202.5,492.5
Paul Angert,M,88.9,25,205,125,242.5,572.5
Aaryn Fusco,M,88,24,207.5,135,222.5,565
John Didden,M,98.4,20,247.5,170,255,672.5
Michael Kave,M,99,27,242.5,172.5,235,650
James Page,M,94.2,22,190,107.5,207.5,505
Evan Armstrong,M,105.3,24,180,132.5,217.5,530
Anthony Chandler,M,114.4,27,252.5,197.5,297.5,747.5
Jeffrey Elian,M,124.1,28,237.5,195,252.5,685
Cody Ellison,M,125,29,220,190,257.5,667.5
Austin Baker,M,116.8,25,237.5,140,260,637.5
Adrianne Alino,F,58.3,20,135,65,165,365
Chung Won Kim,F,59.2,22,122.5,50,140,312.5
Connie Yau,F,59.1,31,105,57.5,147.5,310
Lacey Hunter,F,66.4,36,107.5,62.5,147.5,317.5
Alena Janssen,F,73.9,23,145,60,160,365
Sarah Young,F,72,24,130,67.5,150,347.5
Khrystel Pigeon,F,82.5,34,102.5,70,135,307.5
Kirsten Shockman,F,88.8,26,157.5,82.5,170,410
Harlie Briskey,F,88.6,25,150,85,150,385
Elvira Demers,F,84.5,53,120,67.5,157.5,345
Jaymee Mansanas,F,97.5,26,172.5,85,170,427.5
Anna Birdseye,F,105,39,105,87.5,137.5,330
Kyle Vilayvanh,M,82.4,31,202.5,130,232.5,565
Kevin Nguyen #6,M,98.5,31,205,160,240,605
Brandon Blinn,M,98.4,27,210,132.5,250,592.5
Maria Sanchez #1,F,53.9,22,117.5,75,165,357.5
Luz Adorno,F,55.5,32,122.5,57.5,150,330
Michelle Kahn,F,55.3,28,95,60,115,270
Sarah Houhoulis,F,59.7,26,137.5,96.5,145,379
Catherine Hyland,F,59.4,25,105,65,142.5,312.5
Lauren Taylor,F,59.1,34,105,57.5,137.5,300
Marlow King,F,71.1,26,155,77.5,175,407.5
Rebecca Wilder,F,68.9,33,152.5,77.5,142.5,372.5
Rose BrownEagle,F,73.4,33,140,72.5,147.5,360
Becki Stenger,F,70.2,31,120,65,137.5,322.5
Gabrielle Brost,F,74.5,30,120,55,145,320
Marina Winkler,F,69.6,21,110,65,127.5,302.5
Vilma Tury,F,88.7,57,120,70,155,345
Kopper Carter,F,114.4,26,197.5,112.5,200,510
Ebony Jones,F,109.5,29,170,85,197.5,452.5
Brittany Wilson,F,135.2,29,145,77.5,167.5,390
Storme Gray,F,147.4,34,142.5,80,142.5,365
Storme Gray,F,147.4,34,142.5,80,142.5,365
Theopolis Ussery,M,67.4,36,185,145,232.5,562.5
Richard Cho,M,74.7,22,272.5,150,302.5,725
Jamaal R. Grimes,M,73.3,37,227.5,125,312.5,665
Richard Tarleton,M,73.5,34,200,145,215,560
Yung Huang,M,80.5,23,242.5,157.5,300,700
Derek Selles,M,81.4,35,232.5,132.5,250,615
Woodrow Ikhide,M,77.9,32,212.5,152.5,245,610
Josh Sumner,M,82,21,212.5,130,250,592.5
Jon Cintron,M,81.4,28,160,105,195,460
Lenny Wicks,M,89,31,315,175,325,815
Gary Bone,M,88.6,25,237.5,187.5,260,685
Abiy Ababu,M,99.8,23,265,212.5,285,762.5
Brian Hershler,M,96.1,29,220,142.5,287.5,650
Einar Einarsson,M,97.8,28,175,122.5,207.5,505
Daniel Payne,M,97.6,26,125,85,150,360
Colin McGrath,M,108.1,24,282.5,180,275,737.5
Tim Cosgrove,M,108.2,27,250,167.5,265,682.5
Isupreme Watkins,M,108.6,29,200,155,230,585
John Jones #2,M,120.2,32,275,217.5,310,802.5
Allen Jefferson,M,124.4,35,235,182.5,305,722.5
Paul Hickman,M,116.5,30,170,132.5,200,502.5
Clay Thomas,M,129.3,27,272.5,165,292.5,730
Tommy Hawks,M,151.5,27,370,220,350,940
Derek Solomon,M,82,28,190,125,202.5,517.5
Jason St. Clair,M,98.5,29,305,185,250,740
Dustin Meadows,M,90.9,33,160,102.5,237.5,500
Andrew Holder,M,107.3,37,165,165,205,535
Joe Newton,M,121.4,29,182.5,197.5,250,630
Mindy Kilgore,F,112.5,30,120,75,147.5,342.5
Becca Dison,F,55.91,19,125,72.5,145,342.5
Andrea Fox,F,67.22,35,102.5,67.5,145,315
Candace Locklear,F,74.66,23,152.5,72.5,172.5,397.5
Rocky Hall,M,79.11,27,215,150,252.5,617.5
Adrian Sullivan,M,76.11,27,195,160,227.5,582.5
Avi Bagley,M,79.29,28,180,127.5,222.5,530
Troy Mclean,M,89.54,35,175,147.5,185,507.5
Nicholas Murphy #1,M,92.26,25,207.5,145,257.5,610
Andrew Jauch,M,99.06,26,217.5,160,227.5,605
Travis Greenlee,M,99.06,29,215,137.5,235,587.5
Daniel Merck,M,92.99,22,210,145,227.5,582.5
Luke Coleman,M,108.86,20,212.5,145,192.5,550
Steve DiPaola,M,106.23,39,147.5,95,157.5,400
Shantel Hawkins,F,56.11,27,75,45,105,225
Steve DiPaola,M,99.9,40,160,95,175,430
Ryan Reeves,M,66.09,30,167.5,145,197.5,510
Rocky Hall,M,86.23,28,227.5,137.5,250,615
Travis Greenlee,M,88.86,29,217.5,137.5,235,590
Tom Danielson,M,109,29,235,152.5,277.5,665
Carmen Florian,F,65.32,33,125,50,150,325
Matt Borquez,M,85.05,30,240,185,235,660
JD Horne,M,92.44,27,160,120,190,470
Rashad Gatling,M,107.18,32,237.5,152.5,240,630
Meredith Ward,F,55.79,31,95,62.5,142.5,300
Carmen Florian,F,65.09,33,132.5,52.5,152.5,337.5
Aubrey Dowding,F,113.85,27,112.5,65,145,322.5
Theopolis Ussery,M,67.22,36,197.5,160,235,592.5
Brad Roche,M,82.1,20,197.5,132.5,237.5,567.5
Eric Irvin,M,80.74,19,190,137.5,230,557.5
Daniel Freeman,M,81.19,24,177.5,140,192.5,510
Dean Wright,M,97.07,19,215,142.5,235,592.5
Jay Murphy,M,106.59,25,207.5,155,242.5,605
Cameron Sherrill,M,124.38,32,227.5,182.5,240,650
Carmen Florian Bautista,F,65.77,34,135,57.5,120,312.5
Dyana Martinez,F,80.63,28,117.5,77.5,137.5,332.5
Theopolis Ussery,M,66.68,37,200,155,237.5,592.5
Ryan Reeves,M,74.48,29,217.5,160,227.5,605
James Harvey,M,71.44,23,182.5,122.5,220,525
Mason Moung,M,70.99,24,145,122.5,237.5,505
John Huderson,M,88.18,25,240,160,277.5,677.5
Bryan Hurtado,M,99.79,24,210,160,245,615
Matt Borquez,M,83.01,31,230,177.5,245,652.5
Chris Rivera,M,85.62,21,190,145,242.5,577.5
Jennifer Thompson #1,F,61.2,44.5,155,142,202.5,499.5
Marisa Inda,F,51.5,41,147.5,97.5,182.5,427.5
Jennifer Millican,F,60.2,35,180,105,187.5,472.5
Isabella von Weissenberg,F,70.9,28.5,200,97.5,215,512.5
Taylor Atwood,M,75.7,29.5,280,192.5,310,782.5
Keith McHoney,M,67.8,32.5,262.5,160,282.5,705
David Ricks,M,92.4,58,292.5,210,310,812.5
Jure Rus,M,82,26.5,265,160,305,730
